#Feeder,Feeder ID,Skip,Pos X,Pos Y,Angle,Footprint,Comment,Nozzle,Pick Height,Pick Delay,Move Speed,Place Height,Place Delay,Place Speed,Accuracy,Width,Length,Thickness,Size Analyze,Tray X,Tray Y,Columns,Rows,Right Top X,Right Top Y,Vision Model,Brightness,Vision Error,Vision Flash,Feeder Type,NoisyPoint,
Feeder,1,NO,4.800,8.100,0,0402_C,10pF,1,-2.5,0,100,0,0,100,High Speed,0,0,0.5,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,2,NO,27.080,10.120,180,0402_R,6.04K,1,-2.5,0,100,0,0,100,High Speed,0,0,0.3,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,3,NO,48.050,9.980,180,0402_R,1M,1,-2.5,0,100,0,0,100,High Speed,0,0,0.3,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,4,NO,69.280,9.820,180,0402_R,240,1,-2.5,0,100,0,0,100,High Speed,0,0,0.3,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,5,YES,88.800,8.100,0,EN5399,EN5339QI,1,-2.5,0,100,0,0,100,High Speed,0,0,1.2,NO,1,1,1,1,1,1,Fly Calib,80,,7,Pneumatic,1,
Feeder,6,NO,111.290,9.950,0,0402_C,470pF,1,-2.5,0,100,0,0,100,High Speed,0,0,0.5,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,7,NO,132.300,9.560,0,1206_C,22uF,2,-2.5,0,100,0,0,100,High Speed,0,0,1.2,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,8,NO,152.890,10.170,0,0402_C,18pF,1,-2.5,0,100,0,0,100,High Speed,0,0,0.5,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,9,NO,174.300,9.780,0,0402_C,4.7uF,,-2.5,0,100,0,0,100,High Speed,0,0,0.5,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,10,NO,195.030,9.700,180,0402_R,1.5,,-2.5,0,100,0,0,100,High Speed,0,0,0.3,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,11,NO,216.190,9.810,180,0402_L,33nH,,-2.5,0,100,0,0,100,High Speed,0,0,0.5,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,12,NO,237.170,9.840,0,0402_C,100pF,,-2.5,0,100,0,0,100,High Speed,0,0,0.5,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,13,NO,259.490,9.680,0,0402_C,560pF,,-2.5,0,100,0,0,100,High Speed,0,0,0.5,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,14,NO,279.280,9.810,0,0402_C,220pF,,-2.5,0,100,0,0,100,High Speed,0,0,0.5,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,15,NO,300.430,9.990,0,0402_C,1uF,,-2.5,0,100,0,0,100,High Speed,0,0,0.5,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,16,NO,321.230,9.950,0,0805_C,22uF,,-2.5,0,100,0,0,100,High Speed,0,0,1,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,17,NO,342.190,9.810,0,0402_C,0.1uF,,-2.5,0,100,0,0,100,High Speed,0,0,0.5,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,18,NO,447.060,9.640,0,0603_C,0.1uF-100V,,-2.5,0,100,0,0,100,High Speed,0,0,0.8,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,20,YES,487.800,8.100,0,0402_L,Ferrite Bead,,-2.5,0,100,0,0,100,High Speed,0,0,0.5,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,21,NO,509.920,9.750,180,0402_R,10K,,-2.5,0,100,0,0,100,High Speed,0,0,0.3,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,22,NO,530.910,9.820,180,0402_R,120,,-2.5,0,100,0,0,100,High Speed,0,0,0.3,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,23,NO,551.970,9.680,180,0402_R,100K,,-2.5,0,100,0,0,100,High Speed,0,0,0.3,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,24,NO,573.840,9.930,180,UFDFPN8_2X3,LM75BTP,,-2.5,0,100,0,0,100,High Speed,0,0,1.2,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,25,NO,594.090,9.780,0,0603_C,10uF,,-2.5,0,100,0,0,100,High Speed,0,0,0.8,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,26,NO,614.940,9.630,180,0402_R,69.8K,,-2.5,0,100,0,0,100,High Speed,0,0,0.3,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,27,NO,635.980,9.730,180,0402_R,113K,3,-2.5,0,100,0,0,100,High Speed,0,0,0.3,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,28,NO,656.980,9.680,180,0402_R,301K,3,-2.5,0,100,0,0,100,High Speed,0,0,0.3,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,32,NO,739.800,8.100,0,0603_C,0.01uF-100V,7,-2.5,0,100,0,0,100,High Speed,0,0,0.8,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,34,NO,1.400,513.100,180,0402_R,4.64K-DNP,,-2.5,0,100,0,0,100,High Speed,0,0,0.3,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,35,NO,22.930,519.030,180,0805_R,9.09K,,-2.5,0,100,0,0,100,High Speed,0,0,1,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,36,NO,43.820,519.080,180,0402_R,348K,,-2.5,0,100,0,0,100,High Speed,0,0,0.3,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,37,NO,64.930,519.010,180,0402_R,412K,,-2.5,0,100,0,0,100,High Speed,0,0,0.3,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,38,NO,85.850,519.850,180,0402_R,5.62K,,-2.5,0,100,0,0,100,High Speed,0,0,0.3,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,39,YES,106.400,513.100,180,0402_R,4.7K-DNP,,-2.5,0,100,0,0,100,High Speed,0,0,0.3,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,40,NO,127.930,518.970,180,0402_R,9.31K,,-2.5,0,100,0,0,100,High Speed,0,0,0.3,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,41,YES,148.400,513.100,180,OPT_RES_0402,0,,-2.5,0,100,0,0,100,High Speed,0,0,0.3,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,42,YES,169.400,513.100,0,0603_C,0.22uF,,-2.5,0,100,0,0,100,High Speed,0,0,0.8,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,45,NO,232.400,513.100,0,1206_C,2.2uF-100V,,-2.5,0,100,0,0,100,High Speed,0,0,1.2,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,46,NO,253.400,513.100,0,0402_C,0.022uF,,-2.5,0,100,0,0,100,High Speed,0,0,0.3,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,47,YES,274.400,513.100,0,CAP_5X10X16,220uF-63V,,-2.5,0,100,0,0,100,High Speed,0,0,0.5,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,48,YES,295.400,513.100,0,0603_C,0.1uF-100V-DNP,,-2.5,0,100,0,0,100,High Speed,0,0,0.8,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,49,NO,316.910,518.970,0,0402_C,1.0nF,,-2.5,0,100,0,0,100,High Speed,0,0,0.5,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,50,YES,337.400,513.100,0,0603_C,3300pF-100V,,-2.5,0,100,0,0,100,High Speed,0,0,0.8,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,51,NO,442.560,516.910,0,SOD-323F,BZX84J-C5V6,,-2.5,0,100,0,0,100,High Speed,0,0,1.2,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,52,YES,463.400,513.100,0,SMA,CFRA104-G,,-2.5,0,100,0,0,100,High Speed,0,0,1.2,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,53,YES,484.400,513.100,0,FX18-60S-0.8SH,CON60-FX18-60S,,-2.5,0,100,0,0,100,High Speed,0,0,1.2,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,54,NO,505.840,511.210,0,EP53A8,EP53A8LQI,,-2.5,0,100,0,0,100,High Speed,0,0,1.2,NO,1,1,1,1,1,1,Fly Calib,80,,7,Pneumatic,1,
Feeder,55,NO,526.600,516.050,0,OSC_SMT_3.2X2.5,25Mhz,,-2.5,0,100,0,0,100,High Speed,0,0,1.2,NO,1,1,1,1,1,1,Fly Calib,80,,7,Pneumatic,1,
Feeder,58,NO,589.400,513.100,180,SOD-323F,CDSOD323-T15C,5,-2.5,0,100,0,0,100,High Speed,0,0,1.2,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,59,NO,611.210,519.100,180,0402_R,64.9K,,-2.5,0,100,0,0,100,High Speed,0,0,0.3,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,60,YES,631.400,513.100,180,0603_R,3.3,2,-2.5,0,100,0,0,100,High Speed,0,0,0.8,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,61,NO,652.830,519.010,180,0603_R,56.2K,3,-2.5,0,100,0,0,100,High Speed,0,0,0.8,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,62,NO,674.060,519.030,180,0603_R,562K,4,-2.5,0,100,0,0,100,High Speed,0,0,0.8,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,63,NO,695.000,518.980,180,0402_R,4.7K,5,-2.5,0,100,0,0,100,High Speed,0,0,0.3,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,64,YES,715.4,513.1,180,TRANS-LTC0353,TRANS_LTC0353-51R,6,-2.5,0,100,0,0,100,High Speed,0,0,1.2,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,65,YES,736.4,513.1,180,SMA,SMAJ54A,7,-2.5,0,100,0,0,100,High Speed,0,0,0.5,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,66,YES,757.4,513.1,180,X2SON,NCP161-5.0V,8,-2.5,0,100,0,0,100,High Speed,0,0,0.5,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,67,NO,283.980,328.580,0,BGA168C65P15X15_1000X1000X111,88LX5153,,2,0,100,0,0,100,High Speed,0,0,1.2,YES,1,1,16,4,283.980,328.580,IC Rotate Calib,90,,7,Pneumatic,1,
Feeder,68,NO,170,350,180,QFN28_4MMx4MM,88LX2741,5,-2.5,0,100,0,0,100,High Speed,0,0,1.2,NO,1,1,1,1,1,1,Fly Calib,80,,7,Pneumatic,1,
Feeder,73,NO,170,375,0,WSON_-_6X5,W25Q32JVZPIQ,,-2.5,0,100,0,0,100,High Speed,0,0,1.2,NO,1,1,1,1,1,1,Fly Calib,80,,7,Pneumatic,1,
Feeder,75,,210,375,0,SOT23-5,NCP161-3V3,,-2.5,,100,,,100,High Speed,,,1.2,NO,,,,,0,0,Fly Calib,80,,7,Pneumatic,1,
Feeder,76,NO,230,375,0,MLP55-27L,SiC464,,-2.5,0,100,0,0,100,High Speed,0,0,1.2,NO,1,1,1,1,1,1,Fly Calib,80,,7,Pneumatic,1,

#PCB,Columns,Rows,Left Bottom X,Left Bottom Y,Left Top X,Left Top Y,Right Top X,Right Top Y,Mirror Board Left Bottom X,Mirror Board Left Bottom Y,Panelize Board Angle,Mirror Board,Marked Panel X,Marked Panel Y,Marked Panel Value,Manual Program,Feed PCB,Panelized Mark Point,PCB Width,PCB Length,Safe height,Manual Mark,Test,Detect X,Detect Y,Long PCB Input,
PCB,1,1,354.160,236.940,0.000,0.000,0.000,0.000,0.000,0.000,,0,0.000,0.000,,NO,1,,153,100,4,,,291.980,158.190,,

#Panel,Pos X,Pos Y,Offset X,Offset Y,Angle,Skip,Position,
Panel,354.16,236.94,0,0,0,NO,Align,

#Nozzle,NozzleID,Nozzle Type,Disabled,
Nozzle,1,CN065,NO,
Nozzle,2,CN065,NO,
Nozzle,3,CN065,NO,
Nozzle,4,CN065,NO,
Nozzle,5,CN065,NO,
Nozzle,6,CN065,NO,
Nozzle,7,CN065,NO,
Nozzle,8,CN065,NO,

#Mark,Pos X,Pos Y,Min Size,Max Size,Flash,Brightness,Searching Area,Circular Similarity,Nested Mode,Select Camera,Position,
Mark,325,325,3.2,4,Middle,40,4,80,White Point,Left Camera,,
Mark,325,325,3.2,4,Middle,40,4,80,White Point,Left Camera,,

#Comp,Feeder ID,Comment,Footprint,Designatior,NozzleNumber,Pos X,Pos Y,Angle,Skip,Position,
Comp,17,0.1uF,0402_C,C1,1,3.662,133.159,0,,,
Comp,25,10uF,0603_C,C10,1,14.097,103.327,180,,,
Comp,9,4.7uF,0402_C,C11,1,6.985,102.286,180,,,
Comp,17,0.1uF,0402_C,C12,1,11.303,98.095,180,,,
Comp,8,18pF,0402_C,C15,1,18.11,89.256,90,,,
Comp,17,0.1uF,0402_C,C16,1,9.408,89.467,0,,,
Comp,17,0.1uF,0402_C,C2,1,10.262,121.793,90,,,
Comp,8,18pF,0402_C,C21,1,13.64,85.827,0,,,
Comp,15,1uF,0402_C,C22,1,55.634,85.827,180,,,
Comp,1,10pF,0402_C,C23,1,64.168,84.709,0,,,
Comp,16,22uF,0805_C,C24,1,60.892,81.229,-90,,,
Comp,16,22uF,0805_C,C25,1,62.797,81.229,-90,,,
Comp,16,22uF,0805_C,C26,1,64.702,81.229,-90,,,
Comp,16,22uF,0805_C,C27,1,53.729,81.128,90,,,
Comp,17,0.1uF,0402_C,C28,1,85.674,80.035,180,,,
Comp,9,4.7uF,0402_C,C29,1,37.247,78.841,-90,,,
Comp,16,22uF,0805_C,C3,1,5.944,117.831,0,,,
Comp,15,1uF,0402_C,C30,1,40.092,78.816,90,,,
Comp,7,22uF,1206_C,C31,2,85.725,78.156,180,,,
Comp,6,470pF,0402_C,C32,1,10.49,77.521,0,,,
Comp,6,470pF,0402_C,C33,1,20.904,77.521,0,,,
Comp,25,10uF,0603_C,C34,1,34.442,76.911,180,,,
Comp,32,0.01uF-100V,0603_C,C35,7,67.005,76.073,0,,,
Comp,7,22uF,1206_C,C36,2,85.725,75.565,180,,,
Comp,15,1uF,0402_C,C37,1,35.238,74.524,180,,,
Comp,7,22uF,1206_C,C38,2,85.725,72.923,180,,,
Comp,50,3300pF-100V,0603_C,C39,1,66.04,71.933,90,,,
Comp,9,4.7uF,0402_C,C4,1,5.512,112.192,90,,,
Comp,17,0.1uF,0402_C,C40,1,28.695,71.501,180,,,
Comp,49,1.0nF,0402_C,C41,1,28.695,70.51,180,,,
Comp,48,0.1uF-100V-DNP,0603_C,C42,1,85.725,69.647,0,,,
Comp,14,220pF,0402_C,C43,1,16.561,68.148,90,,,
Comp,14,220pF,0402_C,C44,1,17.831,68.148,90,,,
Comp,14,220pF,0402_C,C45,1,21.641,68.148,90,,,
Comp,14,220pF,0402_C,C46,1,22.911,68.148,90,,,
Comp,47,220uF-63V,CAP_5X10X16,C47,1,86.741,63.322,0,,,
Comp,17,0.1uF,0402_C,C48,1,80.713,67.843,180,,,
Comp,46,0.022uF,0402_C,C49,1,68.131,67.666,0,,,
Comp,17,0.1uF,0402_C,C5,1,14.656,110.947,90,,,
Comp,13,560pF,0402_C,C51,1,16.561,65.278,90,,,
Comp,13,560pF,0402_C,C52,1,17.831,65.278,-90,,,
Comp,13,560pF,0402_C,C53,1,21.641,65.278,90,,,
Comp,13,560pF,0402_C,C54,1,22.911,65.278,-90,,,
Comp,17,0.1uF,0402_C,C55,1,14.021,63.271,90,,,
Comp,17,0.1uF,0402_C,C56,1,15.291,63.271,90,,,
Comp,12,100pF,0402_C,C57,1,16.561,63.271,90,,,
Comp,12,100pF,0402_C,C58,1,17.831,63.271,90,,,
Comp,17,0.1uF,0402_C,C59,1,19.101,63.271,90,,,
Comp,15,1uF,0402_C,C6,1,10.008,107.62,0,,,
Comp,17,0.1uF,0402_C,C60,1,20.371,63.271,90,,,
Comp,12,100pF,0402_C,C61,1,21.641,63.271,90,,,
Comp,12,100pF,0402_C,C62,1,22.911,63.271,90,,,
Comp,18,0.1uF-100V,0603_C,C63,1,70.028,59.385,0,,,
Comp,18,0.1uF-100V,0603_C,C64,1,80.289,58.903,180,,,
Comp,18,0.1uF-100V,0603_C,C65,1,73.889,57.277,-90,,,
Comp,45,2.2uF-100V,1206_C,C66,1,80.315,56.744,180,,,
Comp,45,2.2uF-100V,1206_C,C67,1,80.315,54.127,180,,,
Comp,42,0.22uF,0603_C,C68,1,20.193,49.911,-90,,,
Comp,42,0.22uF,0603_C,C69,1,21.793,49.911,90,,,
Comp,17,0.1uF,0402_C,C7,1,25.298,107.036,90,,,
Comp,17,0.1uF,0402_C,C8,1,17.805,104.572,-90,,,
Comp,17,0.1uF,0402_C,C9,1,18.821,104.572,-90,,,
Comp,51,BZX84J-C5V6,SOD-323F,D1,1,29.304,69.139,180,,,
Comp,52,CFRA104-G,SMA,D22,1,54.458,70.485,180,,,
Comp,20,Ferrite Bead,0402_L,FB1,1,13.818,105.461,180,,,
Comp,20,Ferrite Bead,0402_L,FB2,1,33.731,75.032,90,,,
Comp,20,Ferrite Bead,0402_L,FB3,1,28.695,72.492,180,,,
Comp,53,CON60-FX18-60S,FX18-60S-0.8SH,J1,1,25.908,130.962,0,,,
Comp,58,15uH-5A,IND_SRR1260,L3,1,75.768,75.489,90,YES,,
Comp,11,33nH,0402_L,L4,1,16.561,70.155,90,,,
Comp,11,33nH,0402_L,L5,1,17.831,70.155,90,,,
Comp,11,33nH,0402_L,L6,1,21.641,70.155,90,,,
Comp,11,33nH,0402_L,L7,1,22.911,70.155,90,,,
Comp,41,0,OPT_RES_0402,OP1,1,9.093,110.465,90,,,
Comp,21,10K,0402_R,R1,1,10.16,116.789,90,,,
Comp,22,120,0402_R,R10,1,26.314,108.026,90,,,
Comp,23,100K,0402_R,R11,1,7.188,104.394,-90,,,
Comp,4,240,0402_R,R15,1,14.732,100.381,-90,,,
Comp,22,120,0402_R,R16,1,15.367,93.218,90,,,
Comp,40,9.31K,0402_R,R17,1,9.408,91.473,0,,,
Comp,3,1M,0402_R,R18,1,11.415,91.473,0,,,
Comp,39,4.7K-DNP,0402_R,R19,1,4.75,90.043,-90,,,
Comp,22,120,0402_R,R2,1,4.216,113.868,-90,,,
Comp,21,10K,0402_R,R20,1,9.408,90.457,0,,,
Comp,3,1M,0402_R,R21,1,11.415,90.457,0,,,
Comp,4,240,0402_R,R22,1,16.586,85.852,0,,,
Comp,38,5.62K,0402_R,R23,1,60.917,85.75,0,,,
Comp,37,412K,0402_R,R24,1,62.619,85.192,90,,,
Comp,36,348K,0402_R,R25,1,64.168,85.649,0,,,
Comp,2,6.04K,0402_R,R26,1,10.49,78.588,0,,,
Comp,2,6.04K,0402_R,R27,1,20.904,78.588,0,,,
Comp,35,9.09K,0805_R,R28,1,67.005,74.295,0,,,
Comp,26,69.8K,0402_R,R3,1,2.184,113.716,90,,,
Comp,10,1.5,0402_R,R31,1,14.021,69.698,-90,,,
Comp,10,1.5,0402_R,R32,1,15.291,69.698,-90,,,
Comp,10,1.5,0402_R,R33,1,19.101,69.698,-90,,,
Comp,10,1.5,0402_R,R34,1,20.371,69.698,-90,,,
Comp,34,4.64K-DNP,0402_R,R35,1,83.261,69.647,0,,,
Comp,59,64.9K,0402_R,R36,1,68.58,64.897,0,,,
Comp,26,69.8K,0402_R,R37,1,68.555,63.195,0,,,
Comp,27,113K,0402_R,R38,3,68.555,62.179,0,,,
Comp,28,301K,0402_R,R39,3,69.571,60.757,0,,,
Comp,27,113K,0402_R,R4,3,3.2,113.716,-90,,,
Comp,60,3.3,0603_R,R40,2,75.514,57.277,-90,,,
Comp,23,100K,0402_R,R41,1,70.942,57.404,0,,,
Comp,61,56.2K,0603_R,R42,3,69.507,55.423,90,,,
Comp,62,562K,0603_R,R43,4,71.133,55.423,90,,,
Comp,21,10K,0402_R,R5,1,8.103,110.973,90,,,
Comp,23,100K,0402_R,R6,1,42.723,110.16,-90,,,
Comp,63,4.7K,0402_R,R7,5,25.298,109.042,90,,,
Comp,28,301K,0402_R,R8,3,7.188,106.383,90,,,
Comp,64,TRANS_LTC0353-51R,TRANS-LTC0353,T3,6,18.466,57.099,0,,,
Comp,65,SMAJ54A,SMA,TVS3,7,59.487,75.26,0,,,
Comp,58,CDSOD323-T15C,SOD-323F,TVS4,5,15.748,46.558,0,,,
Comp,58,CDSOD323-T15C,SOD-323F,TVS5,5,20.98,46.558,0,,,
Comp,24,LM75BTP,UFDFPN8_2X3,U1,1,4.445,134.772,90,,,
Comp,68,88LX2741,QFN28_4MMx4MM,U10,5,25.07,78.384,0,,,
Comp,66,NCP161-5.0V,X2SON,U11,8,38.732,78.989,0,,,
Comp,24,LM75BTP,UFDFPN8_2X3,U12,1,79.934,66.192,-90,,,
Comp,76,SiC464,MLP55-27L,U13,1,74.562,63.439,90,,,
Comp,73,W25Q32JVZPIQ,WSON_-_6X5,U2,1,13.411,119.278,90,,,
Comp,54,EP53A8LQI,EP53A8,U3,1,6.553,115.138,180,,,
Comp,75,NCP161-3V3,SOT23-5,U5,1,9.525,104.978,0,,,
Comp,67,88LX5153,BGA168C65P15X15_1000X1000X111,U6,1,21.209,97.258,0,,,
Comp,24,LM75BTP,UFDFPN8_2X3,U7,1,10.516,96.495,-90,,,
Comp,5,EN5339QI,EN5399,U8,1,57.387,81.839,90,,,
Comp,68,88LX2741,QFN28_4MMx4MM,U9,5,14.656,78.384,0,,,
Comp,55,25Mhz,OSC_SMT_3.2X2.5,Y1,1,15.342,88.189,180,,,

